order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,ref_num,Name Prefix,First Name,Middle Initial,Last Name,Gender,age,full_name,E Mail,Customer Since,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Discount_Percent
100403536,24-12-2020,complete,657778,APPPHI5A09939191938,3,315.5,631,126.2,504.8,Appliances,Easypay,Net,42485,2020,Dec-20,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,02-04-1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100403536,24-12-2020,complete,657779,HALSHO59F836EF959B9,3,69.8,139.6,27.92,111.68,Home & Living,Easypay,Net,42485,2020,Dec-20,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,02-04-1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100422764,28-12-2020,complete,690831,HALSHA59EDF900413FA,3,499.8,999.6,199.92,799.68,Home & Living,Easypay,Net,42485,2020,Dec-20,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,02-04-1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100354679,01-10-2020,canceled,574775,AZD_Bingo-3-in-1-Blender-BX-395,2,166.5,166.5,0,166.5,Appliances,cod,Gross,53620,2020,Oct-20,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100354679,01-10-2020,canceled,574776,lala_UMS17-LCO-006A,2,140,140,0,140,Women's Fashion,cod,Gross,53620,2020,Oct-20,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100358823,22-10-2020,canceled,582021,APPANE59BD020E370CC,2,199,199,0,199,Appliances,cod,Gross,53620,2020,Oct-20,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100359410,24-10-2020,complete,583004,APPANE59BD020E370CC,11,199,1990,0,1990,Appliances,cod,Net,53620,2020,Oct-20,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100359558,25-10-2020,complete,583239,APPLIO59BA25191179A,11,199.9,1999,0,1999,Appliances,cod,Net,53620,2020,Oct-20,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100354681,01-10-2020,canceled,574781,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100354682,01-10-2020,canceled,574782,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Payaxis,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100354684,01-10-2020,canceled,574787,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100356443,09-10-2020,canceled,578022,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100357608,16-10-2020,canceled,580086,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Payaxis,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100357611,16-10-2020,canceled,580099,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100357990,17-10-2020,canceled,580641,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Payaxis,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100358002,17-10-2020,canceled,580653,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100358330,19-10-2020,canceled,581153,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Payaxis,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100359296,24-10-2020,canceled,582818,APPMOU59BD04F2F3949,2,483.5,483.5,0,483.5,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100359308,24-10-2020,canceled,582836,APPMOU59BD04F2F3949,2,483.5,483.5,0,483.5,Appliances,Easypay,Gross,56836,2020,Oct-20,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,04-03-1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100354683,01-10-2020,canceled,574783,Mochika_M0001128-8,3,170,340,0,340,Men's Fashion,Payaxis,Gross,60125,2020,Oct-20,688994,Hon.,Albertina,U,Bensen,F,73,"Bensen, Albertina",albertina.bensen@gmail.com,6/21/2015,466-99-5934,307-308-4981,Glendo,Platte,Glendo,WY,82213,West,aubensen,0
100354683,01-10-2020,canceled,574785,Mochika_M0001128-10,2,170,170,0,170,Men's Fashion,Payaxis,Gross,60125,2020,Oct-20,688994,Hon.,Albertina,U,Bensen,F,73,"Bensen, Albertina",albertina.bensen@gmail.com,6/21/2015,466-99-5934,307-308-4981,Glendo,Platte,Glendo,WY,82213,West,aubensen,0
100355124,02-10-2020,order_refunded,575663,Mochika_M0001128-8,3,170,340,0,340,Men's Fashion,Payaxis,Valid,60125,2020,Oct-20,688994,Hon.,Albertina,U,Bensen,F,73,"Bensen, Albertina",albertina.bensen@gmail.com,6/21/2015,466-99-5934,307-308-4981,Glendo,Platte,Glendo,WY,82213,West,aubensen,0
100355124,02-10-2020,order_refunded,575665,Mochika_M0001128-10,2,170,170,0,170,Men's Fashion,Payaxis,Valid,60125,2020,Oct-20,688994,Hon.,Albertina,U,Bensen,F,73,"Bensen, Albertina",albertina.bensen@gmail.com,6/21/2015,466-99-5934,307-308-4981,Glendo,Platte,Glendo,WY,82213,West,aubensen,0
100354685,01-10-2020,canceled,574788,cc_samsung_a320-black,2,3139.2,3139.2,0,3139.2,Mobiles & Tablets,Payaxis,Gross,51286,2020,Oct-20,167242,Ms.,Drema,T,Galle,F,64,"Galle, Drema",drema.galle@gmail.com,10/19/2016,652-62-4375,229-364-7348,Farmington,Oconee,Farmington,GA,30638,South,dtgalle,0
100354686,01-10-2020,order_refunded,574789,coolBell_CB-8001 -Grey,2,315.2,315.2,0,315.2,Computing,cod,Valid,60126,2020,Oct-20,535212,Mrs.,Sheryll,U,Newsome,F,75,"Newsome, Sheryll",sheryll.newsome@gmail.com,07-10-2011,607-87-4172,423-895-1341,Nashville,Davidson,Nashville,TN,37245,South,sunewsome,0
100354849,01-10-2020,order_refunded,575104,CUR_CU-09,2,149.9,149.9,0,149.9,Men's Fashion,cod,Valid,60126,2020,Oct-20,535212,Mrs.,Sheryll,U,Newsome,F,75,"Newsome, Sheryll",sheryll.newsome@gmail.com,07-10-2011,607-87-4172,423-895-1341,Nashville,Davidson,Nashville,TN,37245,South,sunewsome,0
100358459,19-10-2020,order_refunded,581378,COMCOO59BA30DE90BC9,2,315.2,315.2,0,315.2,Computing,cod,Valid,60126,2020,Oct-20,535212,Mrs.,Sheryll,U,Newsome,F,75,"Newsome, Sheryll",sheryll.newsome@gmail.com,07-10-2011,607-87-4172,423-895-1341,Nashville,Davidson,Nashville,TN,37245,South,sunewsome,0
100354687,01-10-2020,order_refunded,574790,FHM_ECLIPSE,2,2900,2900,0,2900,Home & Living,Payaxis,Valid,60127,2020,Oct-20,536652,Dr.,Bernard,K,Dewald,M,52,"Dewald, Bernard",bernard.dewald@hotmail.co.uk,05-11-1995,166-86-2142,401-535-8490,Warwick,Kent,Warwick,RI,2889,Northeast,bkdewald,0
100356322,09-10-2020,canceled,577804,PTCL_Charji EVO TAB,2,1000,1000,0,1000,Mobiles & Tablets,Payaxis,Gross,60127,2020,Oct-20,536652,Dr.,Bernard,K,Dewald,M,52,"Dewald, Bernard",bernard.dewald@hotmail.co.uk,05-11-1995,166-86-2142,401-535-8490,Warwick,Kent,Warwick,RI,2889,Northeast,bkdewald,0
100354688,01-10-2020,order_refunded,574791,BD_BIG DEAL_3,2,35,35,0,35,Mobiles & Tablets,cod,Valid,60128,2020,Oct-20,300941,Mr.,Hilario,W,Brammer,M,31,"Brammer, Hilario",hilario.brammer@hotmail.com,8/25/1998,416-67-3348,239-462-9760,Sarasota,Sarasota,Sarasota,FL,34277,South,hwbrammer,0
100354689,01-10-2020,complete,574792,Head_811506-L,3,265,530,0,530,Men's Fashion,Payaxis,Net,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100354689,01-10-2020,complete,574794,head_287006-NV,2,129,129,0,129,Men's Fashion,Payaxis,Net,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100354690,01-10-2020,canceled,574795,ew_104,2,49.9,49.9,0,49.9,Men's Fashion,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100354692,01-10-2020,canceled,574797,Ctees_Barcelona,2,35,35,0,35,Men's Fashion,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100354693,01-10-2020,canceled,574798,Ctees_Barcelona,4,35,105,0,105,Men's Fashion,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100354691,01-10-2020,complete,574796,mytee_myteeL125,4,115,345,0,345,Men's Fashion,Payaxis,Net,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100354694,01-10-2020,canceled,574799,PTCL_EVO30GBof3GData,2,500,500,0,500,Mobiles & Tablets,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100356697,11-10-2020,canceled,578460,MEFBRU59AD3A7B86B51-L,2,160,160,0,160,Men's Fashion,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100356698,11-10-2020,canceled,578462,MEFBRU59AD3A76214B5-L,2,315,315,0,315,Men's Fashion,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100359748,25-10-2020,canceled,583550,MEFSHA59BA6071A0A90-M,3,156,312,0,312,Men's Fashion,Payaxis,Gross,56449,2020,Oct-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100361029,01-11-2020,canceled,585715,MEFSHA59BA5FAA5AE1A-S,2,156,156,0,156,Men's Fashion,Payaxis,Gross,56449,2020,Nov-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375675,08-12-2020,canceled,607849,MEFOXF59F9A9B222EC1-42,2,325,325,0,325,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375676,08-12-2020,canceled,607851,MEFOXF59F9A9B222EC1-42,2,325,325,0,325,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375677,08-12-2020,canceled,607853,MEFOXF59F9A9B222EC1-42,2,325,325,0,325,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375680,08-12-2020,canceled,607857,MEFOXF59F9A9B0999AA-40,2,325,325,0,325,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375681,08-12-2020,canceled,607859,MEFOXF59F9A9B0999AA-40,2,325,325,0,325,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375681,08-12-2020,canceled,607861,MEFOXF59F9A9B222EC1-42,2,325,325,0,325,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375682,08-12-2020,canceled,607863,WOFSHO59AE5C6B30F00-L,2,379.8,379.8,0,379.8,Women's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375683,08-12-2020,canceled,607865,MEFAYB59F7684F2B30E-S,2,99.8,99.8,0,99.8,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375684,08-12-2020,canceled,607867,MEFOXF59F9A94BF0F75-42,2,196,196,0,196,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
100375685,08-12-2020,canceled,607869,MEFOXF59F9A94BF0F75-42,2,196,196,0,196,Men's Fashion,Payaxis,Gross,56449,2020,Dec-20,849200,Ms.,Elizbeth,E,Raminez,F,71,"Raminez, Elizbeth",elizbeth.raminez@gmail.com,3/31/2017,023-92-2382,217-405-0048,Brownstown,Fayette,Brownstown,IL,62418,Midwest,eeraminez,0
